region,facet,level,variable,cluster_name,value,calculation_method,contributing_countries,regional_weight,normalization_applied
Europe,onet_task,0,onet_task_count,"diagnose, troubleshoot, and resolve hardware, software, or other network and system problems, and replace defective components when necessary.",69956452.1006057,weighted_sum,"AT,AZ,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GE,GR,HR,HU,IE,IT,KZ,LT,LV,MD,NL,NO,PL,PT,RO,RS,SE,SI,SK,UA",174091.0,False
Europe,onet_task,0,onet_task_pct,"diagnose, troubleshoot, and resolve hardware, software, or other network and system problems, and replace defective components when necessary.",3.5066150111098753,weighted_average,"AT,AZ,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GE,GR,HR,HU,IE,IT,KZ,LT,LV,MD,NL,NO,PL,PT,RO,RS,SE,SI,SK,UA",174091.0,True
Europe,onet_task,0,onet_task_count,"edit, standardize, or make changes to material prepared by other writers or establishment personnel.",21641568.986577634,weighted_sum,"AT,BE,CH,CZ,DE,DK,ES,FI,FR,GB,GR,IE,IT,NL,NO,PL,PT,RO,SE,UA",160423.0,False
Europe,onet_task,0,onet_task_pct,"edit, standardize, or make changes to material prepared by other writers or establishment personnel.",1.1196300654509854,weighted_average,"AT,BE,CH,CZ,DE,DK,ES,FI,FR,GB,GR,IE,IT,NL,NO,PL,PT,RO,SE,UA",160423.0,True
Europe,onet_task,0,onet_task_count,"perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",19766169.458729047,weighted_sum,"AT,BE,BG,CH,CZ,DE,DK,ES,FR,GB,GR,HU,IE,IT,KZ,NL,NO,PL,PT,RO,SE,UA",163168.0,False
Europe,onet_task,0,onet_task_pct,"perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",1.0925961614613855,weighted_average,"AT,BE,BG,CH,CZ,DE,DK,ES,FR,GB,GR,HU,IE,IT,KZ,NL,NO,PL,PT,RO,SE,UA",163168.0,True
Europe,onet_task,0,onet_task_count,"perform routine system administrative functions such as troubleshooting, back-ups, and upgrades.",48387629.22289585,weighted_sum,"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GE,GR,HU,IE,IT,KZ,LT,LV,MD,NL,NO,PL,PT,RO,RS,SE,SI,SK,UA",172707.0,False
Europe,onet_task,0,onet_task_pct,"perform routine system administrative functions such as troubleshooting, back-ups, and upgrades.",2.4172666119159354,weighted_average,"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GE,GR,HU,IE,IT,KZ,LT,LV,MD,NL,NO,PL,PT,RO,RS,SE,SI,SK,UA",172707.0,True
Europe,onet_task,0,onet_task_count,prepare and deliver lectures to undergraduate or graduate students on topics such as how to speak and write a foreign language and the cultural aspects of areas where a particular language is used.,20412879.442565817,weighted_sum,"AT,BE,CH,CZ,DE,DK,ES,FI,FR,GB,GE,GR,HU,IT,NL,NO,PL,PT,SE,UA",157878.0,False
Europe,onet_task,0,onet_task_pct,prepare and deliver lectures to undergraduate or graduate students on topics such as how to speak and write a foreign language and the cultural aspects of areas where a particular language is used.,1.1615567042561925,weighted_average,"AT,BE,CH,CZ,DE,DK,ES,FI,FR,GB,GE,GR,HU,IT,NL,NO,PL,PT,SE,UA",157878.0,True
Europe,onet_task,0,onet_task_count,"prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",25976694.303277764,weighted_sum,"AT,BE,BG,CH,CZ,DE,ES,FR,GB,GR,IE,IT,NL,NO,PL,PT,RO,RS,SE,UA",159530.0,False
Europe,onet_task,0,onet_task_pct,"prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",1.2547238582533986,weighted_average,"AT,BE,BG,CH,CZ,DE,ES,FR,GB,GR,IE,IT,NL,NO,PL,PT,RO,RS,SE,UA",159530.0,True
Europe,onet_task,0,onet_task_count,"provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",21725237.29096641,weighted_sum,"AT,BE,BG,CH,CZ,DE,DK,ES,FR,GB,GE,GR,IE,IT,LT,NL,NO,PL,PT,RO,SE,UA",162653.0,False
Europe,onet_task,0,onet_task_pct,"provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",1.0676448756662609,weighted_average,"AT,BE,BG,CH,CZ,DE,DK,ES,FR,GB,GE,GR,IE,IT,LT,NL,NO,PL,PT,RO,SE,UA",162653.0,True
Europe,onet_task,0,onet_task_count,"read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",9308487.244828442,weighted_sum,"AT,BG,CH,CZ,DE,ES,FR,GB,IE,IT,NL,PL,PT,RO,SE,UA",150008.0,False
Europe,onet_task,0,onet_task_pct,"read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",0.5463943075333633,weighted_average,"AT,BG,CH,CZ,DE,ES,FR,GB,IE,IT,NL,PL,PT,RO,SE,UA",150008.0,True
Europe,onet_task,0,onet_task_count,"read written materials, such as legal documents, scientific works, or news reports, and rewrite material into specified languages.",12699484.009220827,weighted_sum,"AT,BE,CH,CZ,DE,ES,FR,GB,HU,IT,NL,PL,PT,RO,UA",147781.0,False
Europe,onet_task,0,onet_task_pct,"read written materials, such as legal documents, scientific works, or news reports, and rewrite material into specified languages.",0.8245363584967316,weighted_average,"AT,BE,CH,CZ,DE,ES,FR,GB,HU,IT,NL,PL,PT,RO,UA",147781.0,True
Europe,onet_task,0,onet_task_count,"review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",20312112.819012385,weighted_sum,"AT,BE,CH,CZ,DE,DK,ES,FI,FR,GB,GR,IT,KZ,NL,NO,PL,PT,RO,RS,SE,UA",161256.0,False
Europe,onet_task,0,onet_task_pct,"review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",1.0874519289545006,weighted_average,"AT,BE,CH,CZ,DE,DK,ES,FI,FR,GB,GR,IT,KZ,NL,NO,PL,PT,RO,RS,SE,UA",161256.0,True
Europe,onet_task,0,onet_task_count,"search electronic sources, such as databases or repositories, or manual sources for information.",13696873.548579937,weighted_sum,"AT,BE,CH,DE,DK,ES,FR,GB,GR,IT,NL,NO,PL,RO,SE,UA",150020.0,False
Europe,onet_task,0,onet_task_pct,"search electronic sources, such as databases or repositories, or manual sources for information.",0.736843764170499,weighted_average,"AT,BE,CH,DE,DK,ES,FR,GB,GR,IT,NL,NO,PL,RO,SE,UA",150020.0,True
Europe,onet_task,0,onet_task_count,"troubleshoot problems involving office equipment, such as computer hardware and software.",25057126.920029774,weighted_sum,"AT,BE,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,IE,IT,KZ,NL,NO,PL,PT,RO,RS,SE,UA",164034.0,False
Europe,onet_task,0,onet_task_pct,"troubleshoot problems involving office equipment, such as computer hardware and software.",1.321837773067535,weighted_average,"AT,BE,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,IE,IT,KZ,NL,NO,PL,PT,RO,RS,SE,UA",164034.0,True
Europe,onet_task,0,onet_task_count,"write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",22441104.46546279,weighted_sum,"AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GB,GE,GR,IE,IT,KZ,NL,PL,PT,RO,SE,UA",162551.0,False
Europe,onet_task,0,onet_task_pct,"write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",1.1872658375215397,weighted_average,"AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GB,GE,GR,IE,IT,KZ,NL,PL,PT,RO,SE,UA",162551.0,True
Europe,onet_task,0,onet_task_count,"answer customers' questions, and provide information on procedures or policies.",13307964.714317942,weighted_sum,"BE,CH,CZ,DE,DK,ES,FR,GB,IE,IT,NL,NO,PL,PT,RO,SE,UA",153927.0,False
Europe,onet_task,0,onet_task_pct,"answer customers' questions, and provide information on procedures or policies.",0.6999702903027021,weighted_average,"BE,CH,CZ,DE,DK,ES,FR,GB,IE,IT,NL,NO,PL,PT,RO,SE,UA",153927.0,True
Europe,onet_task,0,onet_task_count,assess the usefulness of pre-developed application packages and adapt them to a user environment.,9049783.015723342,weighted_sum,"BE,CH,CZ,DE,ES,FR,GB,IT,NL,PL,SE,UA",140584.0,False
Europe,onet_task,0,onet_task_pct,assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.5501510041887961,weighted_average,"BE,CH,CZ,DE,ES,FR,GB,IT,NL,PL,SE,UA",140584.0,True
Europe,onet_task,0,onet_task_count,"compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",11777904.1533195,weighted_sum,"BE,BG,CH,CZ,DE,DK,ES,FR,GB,IT,NL,PL,PT,SE,UA",147945.0,False
Europe,onet_task,0,onet_task_pct,"compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",0.6978596502500737,weighted_average,"BE,BG,CH,CZ,DE,DK,ES,FR,GB,IT,NL,PL,PT,SE,UA",147945.0,True
Europe,onet_task,0,onet_task_count,"determine sources of web page or server problems, and take action to correct such problems.",9922538.403832706,weighted_sum,"BE,CH,DE,DK,ES,FR,GB,IT,NL,PL,PT,RO,SE,UA",146617.0,False
Europe,onet_task,0,onet_task_pct,"determine sources of web page or server problems, and take action to correct such problems.",0.5839141781428506,weighted_average,"BE,CH,DE,DK,ES,FR,GB,IT,NL,PL,PT,RO,SE,UA",146617.0,True
Europe,onet_task,0,onet_task_count,develop instructional materials to be used by educators and instructors.,10553771.535721537,weighted_sum,"BE,CH,DE,ES,FR,GB,IT,NL,PL,PT,UA",137233.0,False
Europe,onet_task,0,onet_task_pct,develop instructional materials to be used by educators and instructors.,0.6548571465400217,weighted_average,"BE,CH,DE,ES,FR,GB,IT,NL,PL,PT,UA",137233.0,True
Europe,onet_task,0,onet_task_count,"develop instructional materials, such as lesson plans, handouts, or examinations.",6502794.329158113,weighted_sum,"BE,DE,ES,FR,GB,IT,NL,PL,UA",129401.0,False
Europe,onet_task,0,onet_task_pct,"develop instructional materials, such as lesson plans, handouts, or examinations.",0.44075363281873253,weighted_average,"BE,DE,ES,FR,GB,IT,NL,PL,UA",129401.0,True
Europe,onet_task,0,onet_task_count,develop new software applications or customize existing applications to meet specific scientific project needs.,12920493.071127253,weighted_sum,"BE,CH,CZ,DE,DK,ES,FR,GB,IT,NL,NO,PL,PT,RO,SE,UA",151850.0,False
Europe,onet_task,0,onet_task_pct,develop new software applications or customize existing applications to meet specific scientific project needs.,0.7223579081592821,weighted_average,"BE,CH,CZ,DE,DK,ES,FR,GB,IT,NL,NO,PL,PT,RO,SE,UA",151850.0,True
Europe,onet_task,0,onet_task_count,develop or apply data mining and machine learning algorithms.,9489731.364625866,weighted_sum,"BE,CH,DE,ES,FR,GB,GR,IT,NL,PL,SE,UA",139675.0,False
Europe,onet_task,0,onet_task_pct,develop or apply data mining and machine learning algorithms.,0.5641791292772503,weighted_average,"BE,CH,DE,ES,FR,GB,GR,IT,NL,PL,SE,UA",139675.0,True
Europe,onet_task,0,onet_task_count,"edit or rewrite existing copy as necessary, and submit copy for approval by supervisor.",17749047.503789846,weighted_sum,"BE,CH,CZ,DE,DK,ES,FR,GB,IE,IT,NL,PL,PT,RO,SE",145669.0,False
Europe,onet_task,0,onet_task_pct,"edit or rewrite existing copy as necessary, and submit copy for approval by supervisor.",0.8982677812942987,weighted_average,"BE,CH,CZ,DE,DK,ES,FR,GB,IE,IT,NL,PL,PT,RO,SE",145669.0,True
Europe,onet_task,0,onet_task_count,"instruct individuals in career development techniques such as job search and application strategies, resume writing, and interview skills.",16109087.148497598,weighted_sum,"BE,CH,DE,DK,ES,FR,GB,IE,IT,NL,PL,PT,SE,UA",145367.0,False
Europe,onet_task,0,onet_task_pct,"instruct individuals in career development techniques such as job search and application strategies, resume writing, and interview skills.",0.7796699121966644,weighted_average,"BE,CH,DE,DK,ES,FR,GB,IE,IT,NL,PL,PT,SE,UA",145367.0,True
Europe,onet_task,0,onet_task_count,"instruct through lectures, discussions, and demonstrations in one or more subjects, such as english, mathematics, or social studies.",13059741.86570868,weighted_sum,"BE,CH,CZ,DE,DK,ES,FI,FR,GB,IT,NL,PL,PT,RO,SE,UA",151422.0,False
Europe,onet_task,0,onet_task_pct,"instruct through lectures, discussions, and demonstrations in one or more subjects, such as english, mathematics, or social studies.",0.7235965762014556,weighted_average,"BE,CH,CZ,DE,DK,ES,FI,FR,GB,IT,NL,PL,PT,RO,SE,UA",151422.0,True
Europe,onet_task,0,onet_task_count,provide feedback and recommendations to developers on software usability and functionality.,6782598.3742809445,weighted_sum,"BE,DE,ES,FR,GB,IT,NL,PL,PT,SE,UA",136697.0,False
Europe,onet_task,0,onet_task_pct,provide feedback and recommendations to developers on software usability and functionality.,0.4252355879943852,weighted_average,"BE,DE,ES,FR,GB,IT,NL,PL,PT,SE,UA",136697.0,True
Europe,onet_task,0,onet_task_count,"reformat documents, moving paragraphs or columns.",7337547.722472873,weighted_sum,"BE,CH,DE,ES,FR,GB,IT,NL,PL,RO,SE,UA",140814.0,False
Europe,onet_task,0,onet_task_pct,"reformat documents, moving paragraphs or columns.",0.48361847365818506,weighted_average,"BE,CH,DE,ES,FR,GB,IT,NL,PL,RO,SE,UA",140814.0,True
Europe,onet_task,0,onet_task_count,respond to program error messages by finding and correcting problems or terminating the program.,3986356.555657696,weighted_sum,"BE,DE,ES,FR,GB,IT,PL,UA",121649.0,False
Europe,onet_task,0,onet_task_pct,respond to program error messages by finding and correcting problems or terminating the program.,0.297898565037404,weighted_average,"BE,DE,ES,FR,GB,IT,PL,UA",121649.0,True
Europe,onet_task,0,onet_task_count,"review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",8327653.882379481,weighted_sum,"BE,CH,DE,ES,FR,GB,IT,NL,PL,UA",133712.0,False
Europe,onet_task,0,onet_task_pct,"review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",0.5247665192404333,weighted_average,"BE,CH,DE,ES,FR,GB,IT,NL,PL,UA",133712.0,True
Europe,onet_task,0,onet_task_count,"test machines, components, materials, or products to determine characteristics such as performance, strength, or response to stress.",4772330.071792731,weighted_sum,"BE,DE,ES,FR,GB,IT,NL,PL",123279.0,False
Europe,onet_task,0,onet_task_pct,"test machines, components, materials, or products to determine characteristics such as performance, strength, or response to stress.",0.3304580947072251,weighted_average,"BE,DE,ES,FR,GB,IT,NL,PL",123279.0,True
Europe,onet_task,0,onet_task_count,"use computers for various applications, such as database management or word processing.",4797125.4144578045,weighted_sum,"BE,DE,ES,FR,GB,IT,NL,PL,PT,UA",132922.0,False
Europe,onet_task,0,onet_task_pct,"use computers for various applications, such as database management or word processing.",0.3430797546968854,weighted_average,"BE,DE,ES,FR,GB,IT,NL,PL,PT,UA",132922.0,True
Europe,onet_task,0,onet_task_count,write supporting code for web applications or web sites.,9058094.954595186,weighted_sum,"BE,CH,CZ,DE,ES,FR,GB,IT,NL,PL,PT,RO,UA",143657.0,False
Europe,onet_task,0,onet_task_pct,write supporting code for web applications or web sites.,0.5612384622256675,weighted_average,"BE,CH,CZ,DE,ES,FR,GB,IT,NL,PL,PT,RO,UA",143657.0,True
Europe,onet_task,0,onet_task_count,"write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",9902338.340719393,weighted_sum,"BE,CH,DE,ES,FR,GB,IT,NL,PL,PT,RO,RS,UA",142099.0,False
Europe,onet_task,0,onet_task_pct,"write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",0.6332881891043356,weighted_average,"BE,CH,DE,ES,FR,GB,IT,NL,PL,PT,RO,RS,UA",142099.0,True
Europe,onet_task,0,onet_task_count,"answer customers' questions about products, prices, availability, or credit terms.",6733628.194861151,weighted_sum,"CH,CZ,DE,ES,FR,GB,IT,NL,PL,UA",133150.0,False
Europe,onet_task,0,onet_task_pct,"answer customers' questions about products, prices, availability, or credit terms.",0.43565018084610063,weighted_average,"CH,CZ,DE,ES,FR,GB,IT,NL,PL,UA",133150.0,True
Europe,onet_task,0,onet_task_count,"conduct classes, workshops, and demonstrations, and provide individual instruction to teach topics and skills such as cooking, dancing, writing, physical fitness, photography, personal finance, and flying.",8399740.774639627,weighted_sum,"CH,CZ,DE,ES,FR,GB,IT,NL,NO,PL,PT,SE,UA",142582.0,False
Europe,onet_task,0,onet_task_pct,"conduct classes, workshops, and demonstrations, and provide individual instruction to teach topics and skills such as cooking, dancing, writing, physical fitness, photography, personal finance, and flying.",0.5091788070645699,weighted_average,"CH,CZ,DE,ES,FR,GB,IT,NL,NO,PL,PT,SE,UA",142582.0,True
Europe,onet_task,0,onet_task_count,guide clients in the development of skills or strategies for dealing with their problems.,6518621.678404656,weighted_sum,"CH,DE,ES,FR,GB,IT,NL,PL,UA",130053.0,False
Europe,onet_task,0,onet_task_pct,guide clients in the development of skills or strategies for dealing with their problems.,0.4179726250632645,weighted_average,"CH,DE,ES,FR,GB,IT,NL,PL,UA",130053.0,True
Europe,onet_task,0,onet_task_count,modify existing programs to enhance efficiency.,9336655.074883258,weighted_sum,"CH,CZ,DE,ES,FR,GB,IT,NL,PL,PT,RO,SE,UA",143773.0,False
Europe,onet_task,0,onet_task_pct,modify existing programs to enhance efficiency.,0.6030771660079569,weighted_average,"CH,CZ,DE,ES,FR,GB,IT,NL,PL,PT,RO,SE,UA",143773.0,True
Europe,onet_task,0,onet_task_count,"provide customers with travel suggestions and information sources, such as guides, directories, brochures, and maps.",5136245.775367141,weighted_sum,"CH,DE,ES,FR,GB,IT,NL,PL",123931.0,False
Europe,onet_task,0,onet_task_pct,"provide customers with travel suggestions and information sources, such as guides, directories, brochures, and maps.",0.369932158528857,weighted_average,"CH,DE,ES,FR,GB,IT,NL,PL",123931.0,True
Europe,onet_task,0,onet_task_count,"provide information and advice to the public regarding the selection, purchase, and care of products.",8689452.885312097,weighted_sum,"CH,DE,ES,FR,GB,IT,NL,PL,SE,UA",133828.0,False
Europe,onet_task,0,onet_task_pct,"provide information and advice to the public regarding the selection, purchase, and care of products.",0.5570243457829711,weighted_average,"CH,DE,ES,FR,GB,IT,NL,PL,SE,UA",133828.0,True
Europe,onet_task,0,onet_task_count,"provide professional consulting services to government, educational institutions, or industry.",5504697.134674817,weighted_sum,"CH,DE,ES,FR,GB,IT,NL,PL,PT",127452.0,False
