geo_id,geography,date_start,date_end,platform_and_product,facet,level,variable,cluster_name,value
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"edit, standardize, or make changes to material prepared by other writers or establishment personnel.",16.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"edit, standardize, or make changes to material prepared by other writers or establishment personnel.",1.2965964343598055
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",21.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",1.7017828200972445
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",18.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",1.4586709886547813
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,none,53.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,none,4.294975688816856
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,not_classified,987.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,not_classified,79.98379254457049
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"perform routine system administrative functions such as troubleshooting, back-ups, and upgrades.",27.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"perform routine system administrative functions such as troubleshooting, back-ups, and upgrades.",2.188006482982172
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",18.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",1.4586709886547813
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",31.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",2.512155591572123
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Assist with game development programming and general gaming support,26.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Assist with game development programming and general gaming support,2.106969205834684
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Create comprehensive K-12 educational materials and teaching resources,21.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Create comprehensive K-12 educational materials and teaching resources,1.7017828200972445
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Create comprehensive business marketing and promotional content materials,17.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Create comprehensive business marketing and promotional content materials,1.3776337115072934
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Debug and fix software code errors across multiple programming languages,33.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Debug and fix software code errors across multiple programming languages,2.674230145867099
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Draft professional business communications and formal documents,28.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Draft professional business communications and formal documents,2.2690437601296596
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Edit and improve existing written content and documents,48.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Edit and improve existing written content and documents,3.889789303079417
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Help create and optimize comprehensive digital marketing content and strategies,21.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Help create and optimize comprehensive digital marketing content and strategies,1.7017828200972445
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Help discover and access entertainment content across multiple media platforms,18.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Help discover and access entertainment content across multiple media platforms,1.4586709886547813
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Help optimize business workflows and project management systems,27.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Help optimize business workflows and project management systems,2.188006482982172
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Help with Linux system administration and server management tasks,15.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Help with Linux system administration and server management tasks,1.2155591572123177
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,"Help with academic research, writing, and educational content across multiple disciplines",49.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,"Help with academic research, writing, and educational content across multiple disciplines",3.970826580226904
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,"Help with data analysis, statistical modeling, and business reporting tasks",15.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,"Help with data analysis, statistical modeling, and business reporting tasks",1.2155591572123177
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,"Help with job applications, resumes, and career documents",21.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,"Help with job applications, resumes, and career documents",1.7017828200972445
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Process and analyze visual media content including images and video files,15.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Process and analyze visual media content including images and video files,1.2155591572123177
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive business consulting and strategic development assistance,38.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive business consulting and strategic development assistance,3.079416531604538
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,"Provide comprehensive cooking, nutrition, and meal planning assistance",20.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,"Provide comprehensive cooking, nutrition, and meal planning assistance",1.6207455429497568
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive database development and management assistance,19.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive database development and management assistance,1.539708265802269
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive financial advice and assistance across multiple domains,21.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive financial advice and assistance across multiple domains,1.7017828200972445
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive information about AI systems and their capabilities,18.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive information about AI systems and their capabilities,1.4586709886547813
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive legal assistance and document drafting across multiple practice areas,33.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive legal assistance and document drafting across multiple practice areas,2.674230145867099
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive medical and healthcare guidance across multiple specialties,46.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive medical and healthcare guidance across multiple specialties,3.727714748784441
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive multi-technology programming development assistance and technical guidance,35.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive multi-technology programming development assistance and technical guidance,2.8363047001620743
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide educational assistance and tutoring across multiple academic subjects and disciplines,39.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide educational assistance and tutoring across multiple academic subjects and disciplines,3.1604538087520258
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide personal relationship advice and life guidance support,19.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide personal relationship advice and life guidance support,1.539708265802269
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide religious and spiritual education across diverse traditions and practices,20.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide religious and spiritual education across diverse traditions and practices,1.6207455429497568
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide technical assistance and computational support for scientific research projects,19.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide technical assistance and computational support for scientific research projects,1.539708265802269
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,"Provide technical troubleshooting and support for software, hardware, and system issues",21.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,"Provide technical troubleshooting and support for software, hardware, and system issues",1.7017828200972445
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,not_classified,532.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,not_classified,43.11183144246353
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,"Analyze and process data from documents, visual media, and business sources",40.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,"Analyze and process data from documents, visual media, and business sources",3.2414910858995136
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Assist with creative writing across multiple genres including humor and romantic roleplay,31.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Assist with creative writing across multiple genres including humor and romantic roleplay,2.512155591572123
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Assist with game development programming and mobile gaming projects,28.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Assist with game development programming and mobile gaming projects,2.2690437601296596
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Create comprehensive K-12 educational materials and teaching resources,21.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Create comprehensive K-12 educational materials and teaching resources,1.7017828200972445
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Create comprehensive digital marketing strategies and promotional content,38.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Create comprehensive digital marketing strategies and promotional content,3.079416531604538
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,"Help create visual content, graphics, and multimedia for digital platforms",20.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,"Help create visual content, graphics, and multimedia for digital platforms",1.6207455429497568
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Help develop and debug complete web applications and user interfaces,52.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Help develop and debug complete web applications and user interfaces,4.213938411669368
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Help develop and debug cross-platform mobile applications with Flutter,18.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Help develop and debug cross-platform mobile applications with Flutter,1.4586709886547813
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,"Help edit, improve, and create professional written documents and communications",100.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,"Help edit, improve, and create professional written documents and communications",8.103727714748784
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Help implement cybersecurity measures and secure authentication systems,16.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Help implement cybersecurity measures and secure authentication systems,1.2965964343598055
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,"Help plan and organize events, schedules, and travel arrangements",21.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,"Help plan and organize events, schedules, and travel arrangements",1.7017828200972445
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Help with Docker containerization and cloud infrastructure deployment,21.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Help with Docker containerization and cloud infrastructure deployment,1.7017828200972445
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,"Help with automation scripts, robotics programming, and workflow optimization tasks",40.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,"Help with automation scripts, robotics programming, and workflow optimization tasks",3.2414910858995136
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,"Help with job applications, resumes, and career advancement",29.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,"Help with job applications, resumes, and career advancement",2.3500810372771475
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide business operations support and strategic consulting services,42.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide business operations support and strategic consulting services,3.403565640194489
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide comprehensive domestic life and household management guidance,36.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide comprehensive domestic life and household management guidance,2.9173419773095626
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide comprehensive financial guidance and investment assistance across multiple domains,46.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide comprehensive financial guidance and investment assistance across multiple domains,3.727714748784441
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide comprehensive legal assistance including immigration and document services,35.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide comprehensive legal assistance including immigration and document services,2.8363047001620743
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide comprehensive software development assistance across multiple programming domains and technologies,154.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide comprehensive software development assistance across multiple programming domains and technologies,12.479740680713128
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide educational tutoring and academic assistance across multiple subjects and disciplines,119.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide educational tutoring and academic assistance across multiple subjects and disciplines,9.643435980551054
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide medical and sports training guidance,53.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide medical and sports training guidance,4.294975688816856
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,"Provide personalized lifestyle advice and recommendations across relationships, spirituality, entertainment, beauty, and parenting",48.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,"Provide personalized lifestyle advice and recommendations across relationships, spirituality, entertainment, beauty, and parenting",3.889789303079417
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide technical IT support and troubleshooting assistance,67.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide technical IT support and troubleshooting assistance,5.429497568881685
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide technical and academic assistance across scientific research and educational domains,76.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide technical and academic assistance across scientific research and educational domains,6.158833063209076
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,not_classified,83.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,not_classified,6.726094003241491
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),state_us,0,usage_count,,1234.0
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),state_us,0,usage_pct,,0.5926993275696446
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,directive,236.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,directive,35.64954682779456
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,feedback loop,61.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,feedback loop,9.214501510574017
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,learning,147.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,learning,22.20543806646526
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,none,19.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,none,2.8700906344410875
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,task iteration,176.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,task iteration,26.586102719033235
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,validation,23.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,validation,3.474320241691843
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",15.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",2.2658610271903323
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,none,30.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,none,4.531722054380665
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,not_classified,598.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,not_classified,90.33232628398792
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",19.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",2.8700906344410875
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Create comprehensive K-12 educational materials and teaching resources,20.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Create comprehensive K-12 educational materials and teaching resources,3.0211480362537766
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Debug and fix software code errors across multiple programming languages,21.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Debug and fix software code errors across multiple programming languages,3.1722054380664653
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Draft professional business communications and formal documents,16.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Draft professional business communications and formal documents,2.416918429003021
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Edit and improve existing written content and documents,29.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Edit and improve existing written content and documents,4.380664652567976
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,"Help with academic research, writing, and educational content across multiple disciplines",29.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,"Help with academic research, writing, and educational content across multiple disciplines",4.380664652567976
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive business consulting and strategic development assistance,19.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive business consulting and strategic development assistance,2.8700906344410875
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive database development and management assistance,16.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive database development and management assistance,2.416918429003021
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive medical and healthcare guidance across multiple specialties,18.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive medical and healthcare guidance across multiple specialties,2.719033232628399
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive multi-technology programming development assistance and technical guidance,22.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive multi-technology programming development assistance and technical guidance,3.3232628398791544
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide educational assistance and tutoring across multiple academic subjects and disciplines,16.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide educational assistance and tutoring across multiple academic subjects and disciplines,2.416918429003021
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,not_classified,456.0
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,not_classified,68.8821752265861
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,"Analyze and process data from documents, visual media, and business sources",26.0
