region,facet,level,variable,cluster_name,value,calculation_method,contributing_countries,regional_weight
Middle East & Africa,request,0,request_count,Help with Excel spreadsheet operations and programming tasks,128.0,sum,"AE,EG,IL,MA,SA,TR",0.038744668188708274
Middle East & Africa,request,0,request_pct,Help with Excel spreadsheet operations and programming tasks,0.2022180795601757,count_based_micro,"AE,EG,IL,MA,SA,TR",0.038744668188708274
Middle East & Africa,request,0,request_count,Provide AI business consulting and strategic development assistance,67.0,sum,"AE,IL,TR",0.02525054588208947
Middle East & Africa,request,0,request_pct,Provide AI business consulting and strategic development assistance,0.10584852601977945,count_based_micro,"AE,IL,TR",0.02525054588208947
Middle East & Africa,request,0,request_count,Provide comprehensive blockchain and cryptocurrency technology assistance,113.0,sum,"AE,IL,NG,TR",0.03235789958257905
Middle East & Africa,request,0,request_pct,Provide comprehensive blockchain and cryptocurrency technology assistance,0.1785206483617176,count_based_micro,"AE,IL,NG,TR",0.03235789958257905
Middle East & Africa,request,0,request_count,Provide cryptocurrency and financial trading advice and strategies,151.0,sum,"AE,EG,NG,TR,ZA",0.03192969577830448
Middle East & Africa,request,0,request_pct,Provide cryptocurrency and financial trading advice and strategies,0.23855414073114473,count_based_micro,"AE,EG,NG,TR,ZA",0.03192969577830448
Middle East & Africa,request,0,request_count,Provide general investment advice and financial education guidance,78.0,sum,"AE,IL,TR",0.02525054588208947
Middle East & Africa,request,0,request_pct,Provide general investment advice and financial education guidance,0.12322664223198204,count_based_micro,"AE,IL,TR",0.02525054588208947
Middle East & Africa,request,0,request_count,Revise and improve existing professional email drafts,97.0,sum,"AE,IL,SA,ZA",0.022704132944321064
Middle East & Africa,request,0,request_pct,Revise and improve existing professional email drafts,0.15324338841669563,count_based_micro,"AE,IL,SA,ZA",0.022704132944321064
Middle East & Africa,request,0,request_count,"Translate text, documents, and multimedia content between languages",473.0,sum,"AE,DZ,EG,IL,IQ,MA,SA,TR",0.04371929737250828
Middle East & Africa,request,0,request_pct,"Translate text, documents, and multimedia content between languages",0.7472589971247117,count_based_micro,"AE,DZ,EG,IL,IQ,MA,SA,TR",0.04371929737250828
Middle East & Africa,request,0,request_count,"Write and improve resume content, bios, and professional profiles",87.0,sum,"AE,IL,NG,ZA",0.026914630884173462
Middle East & Africa,request,0,request_pct,"Write and improve resume content, bios, and professional profiles",0.13744510095105691,count_based_micro,"AE,IL,NG,ZA",0.026914630884173462
Middle East & Africa,request,0,request_count,not_classified,35595.0,sum,"AE,DZ,EG,GH,IL,IQ,KE,MA,MZ,NG,SA,SN,TN,TR,ZA",0.06562819468031943
Middle East & Africa,request,0,request_pct,not_classified,56.234004233941036,count_based_micro,"AE,DZ,EG,GH,IL,IQ,KE,MA,MZ,NG,SA,SN,TN,TR,ZA",0.06562819468031943
Middle East & Africa,request,1,request_count,Assist with game development programming and general gaming support,646.0,sum,"AE,DZ,EG,IL,IQ,MA,NG,SA,TN,TR,ZA",0.05812374156811758
Middle East & Africa,request,1,request_pct,Assist with game development programming and general gaming support,0.895592740985152,count_based_micro,"AE,DZ,EG,IL,IQ,MA,NG,SA,TN,TR,ZA",0.05812374156811758
Middle East & Africa,request,1,request_count,"Compare and analyze differences between concepts, items, or create assessments",299.0,sum,"AE,EG,IL,KE,MA,NG,SA,TR,ZA",0.055408328097427254
Middle East & Africa,request,1,request_pct,"Compare and analyze differences between concepts, items, or create assessments",0.4145235751618583,count_based_micro,"AE,EG,IL,KE,MA,NG,SA,TR,ZA",0.055408328097427254
Middle East & Africa,request,1,request_count,"Create and modify professional presentations, diagrams, and visual graphics",498.0,sum,"AE,DZ,EG,GH,IL,KE,MA,NG,SA,TN,TR,ZA",0.06135548795534239
Middle East & Africa,request,1,request_pct,"Create and modify professional presentations, diagrams, and visual graphics",0.6904105031123927,count_based_micro,"AE,DZ,EG,GH,IL,KE,MA,NG,SA,TN,TR,ZA",0.06135548795534239
Middle East & Africa,request,1,request_count,Create comprehensive K-12 educational materials and teaching resources,1030.0,sum,"AE,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,MA,MZ,NG,SA,TN,TR,UG,ZA",0.068271031235031
Middle East & Africa,request,1,request_pct,Create comprehensive K-12 educational materials and teaching resources,1.4279574662766354,count_based_micro,"AE,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,MA,MZ,NG,SA,TN,TR,UG,ZA",0.068271031235031
Middle East & Africa,request,1,request_count,Create comprehensive business marketing and promotional content materials,664.0,sum,"AE,BJ,DZ,EG,GH,IL,IQ,KE,MA,NG,SA,TR,ZA",0.06289100813483547
Middle East & Africa,request,1,request_pct,Create comprehensive business marketing and promotional content materials,0.9205473374831904,count_based_micro,"AE,BJ,DZ,EG,GH,IL,IQ,KE,MA,NG,SA,TR,ZA",0.06289100813483547
Middle East & Africa,request,1,request_count,Debug and fix software code errors across multiple programming languages,3695.0,sum,"AE,BH,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,KW,LB,MA,MG,NG,PS,QA,RW,SA,SN,TN,TR,TZ,UG,ZA",0.07303622417557808
Middle East & Africa,request,1,request_pct,Debug and fix software code errors across multiple programming languages,5.122624114458416,count_based_micro,"AE,BH,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,KW,LB,MA,MG,NG,PS,QA,RW,SA,SN,TN,TR,TZ,UG,ZA",0.07303622417557808
Middle East & Africa,request,1,request_count,Debug and fix web application errors and technical issues,1274.0,sum,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,KE,LB,MA,MG,NG,RW,SA,SN,TN,TR,ZA",0.06965517670405415
Middle East & Africa,request,1,request_pct,Debug and fix web application errors and technical issues,1.766230885472266,count_based_micro,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,KE,LB,MA,MG,NG,RW,SA,SN,TN,TR,ZA",0.06965517670405415
Middle East & Africa,request,1,request_count,Design and improve web interface components and modern website layouts,787.0,sum,"AE,DZ,EG,GH,IL,KE,MA,NG,RW,SA,SN,TN,TR,UG,ZA",0.0635213904907651
Middle East & Africa,request,1,request_pct,Design and improve web interface components and modern website layouts,1.0910704135531186,count_based_micro,"AE,DZ,EG,GH,IL,KE,MA,NG,RW,SA,SN,TN,TR,UG,ZA",0.0635213904907651
Middle East & Africa,request,1,request_count,Develop AI-powered medical diagnostic and healthcare technology systems,262.0,sum,"AE,EG,IL,IQ,KE,MA,NG,SA,TR",0.05301121624395797
Middle East & Africa,request,1,request_pct,Develop AI-powered medical diagnostic and healthcare technology systems,0.36322801569366847,count_based_micro,"AE,EG,IL,IQ,KE,MA,NG,SA,TR",0.05301121624395797
Middle East & Africa,request,1,request_count,Develop and customize AI chatbot systems and conversation styles,574.0,sum,"AE,DZ,EG,GH,IL,IQ,KE,MA,NG,SA,TN,TR,ZA",0.06430003711790845
Middle East & Africa,request,1,request_pct,Develop and customize AI chatbot systems and conversation styles,0.7957743549929989,count_based_micro,"AE,DZ,EG,GH,IL,IQ,KE,MA,NG,SA,TN,TR,ZA",0.06430003711790845
Middle East & Africa,request,1,request_count,Develop automated trading systems and technical analysis strategies,318.0,sum,"AE,DZ,IL,KE,MA,NG,SA,TR,ZA",0.05186450097149386
Middle East & Africa,request,1,request_pct,Develop automated trading systems and technical analysis strategies,0.4408645381320098,count_based_micro,"AE,DZ,IL,KE,MA,NG,SA,TR,ZA",0.05186450097149386
Middle East & Africa,request,1,request_count,Draft professional business communications and formal documents,934.0,sum,"AE,CI,CM,DZ,EG,GH,IL,IQ,KE,MA,NG,QA,RW,SA,SN,TR,ZA",0.06631871219520287
Middle East & Africa,request,1,request_pct,Draft professional business communications and formal documents,1.2948662849537647,count_based_micro,"AE,CI,CM,DZ,EG,GH,IL,IQ,KE,MA,NG,QA,RW,SA,SN,TR,ZA",0.06631871219520287
Middle East & Africa,request,1,request_count,Edit and improve existing written content and documents,1693.0,sum,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MU,NG,RW,SA,TN,TR,ZA",0.06944159320845956
Middle East & Africa,request,1,request_pct,Edit and improve existing written content and documents,2.3471184372877127,count_based_micro,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MU,NG,RW,SA,TN,TR,ZA",0.06944159320845956
Middle East & Africa,request,1,request_count,Extract and analyze information from documents and text sources,446.0,sum,"AE,EG,IL,KE,MA,NG,SA,TN,TR,ZA",0.057363757576511624
Middle East & Africa,request,1,request_pct,Extract and analyze information from documents and text sources,0.6183194465625044,count_based_micro,"AE,EG,IL,KE,MA,NG,SA,TN,TR,ZA",0.057363757576511624
Middle East & Africa,request,1,request_count,"Fix and improve web and mobile application UI layouts, styling, and components",2065.0,sum,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MG,NG,PS,RW,SA,SN,TN,TR,UG,ZA",0.0715297347624765
Middle East & Africa,request,1,request_pct,"Fix and improve web and mobile application UI layouts, styling, and components",2.8628467649138374,count_based_micro,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MG,NG,PS,RW,SA,SN,TN,TR,UG,ZA",0.0715297347624765
Middle East & Africa,request,1,request_count,Help build complete web applications and websites from scratch,1442.0,sum,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,MA,MG,NG,RW,SA,SN,TN,TR,TZ,UG,ZA,ZW",0.07129126775283205
Middle East & Africa,request,1,request_pct,Help build complete web applications and websites from scratch,1.9991404527872898,count_based_micro,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,MA,MG,NG,RW,SA,SN,TN,TR,TZ,UG,ZA,ZW",0.07129126775283205
Middle East & Africa,request,1,request_count,Help create and manage professional technical documentation and writing,410.0,sum,"AE,EG,GH,IL,KE,MA,NG,SA,TN,TR,ZA",0.059325407934108454
Middle East & Africa,request,1,request_pct,Help create and manage professional technical documentation and writing,0.5684102535664277,count_based_micro,"AE,EG,GH,IL,KE,MA,NG,SA,TN,TR,ZA",0.059325407934108454
Middle East & Africa,request,1,request_count,Help create and optimize comprehensive digital marketing content and strategies,1203.0,sum,"AE,CM,DZ,EG,GH,IL,IQ,KE,MA,MG,NG,SA,TN,TR,ZA",0.06587599300773256
Middle East & Africa,request,1,request_pct,Help create and optimize comprehensive digital marketing content and strategies,1.6677988659522258,count_based_micro,"AE,CM,DZ,EG,GH,IL,IQ,KE,MA,MG,NG,SA,TN,TR,ZA",0.06587599300773256
Middle East & Africa,request,1,request_count,Help develop business technology systems and e-commerce applications,341.0,sum,"AE,DZ,EG,GH,IL,KE,MA,NG,TR,ZA",0.056503202715620836
Middle East & Africa,request,1,request_pct,Help develop business technology systems and e-commerce applications,0.4727509669906143,count_based_micro,"AE,DZ,EG,GH,IL,KE,MA,NG,TR,ZA",0.056503202715620836
Middle East & Africa,request,1,request_count,Help develop complete mobile applications with UI design and Flutter implementation,778.0,sum,"AE,CI,DZ,EG,GH,IL,IQ,JO,KE,MA,NG,SA,TN,TR,ZA",0.06619947869038066
Middle East & Africa,request,1,request_pct,Help develop complete mobile applications with UI design and Flutter implementation,1.0785931153040995,count_based_micro,"AE,CI,DZ,EG,GH,IL,IQ,JO,KE,MA,NG,SA,TN,TR,ZA",0.06619947869038066
Middle East & Africa,request,1,request_count,"Help develop, debug, and implement machine learning and AI systems",608.0,sum,"AE,DZ,EG,IL,KE,MA,NG,SA,TN,TR,ZA",0.05939383759774555
Middle East & Africa,request,1,request_pct,"Help develop, debug, and implement machine learning and AI systems",0.842910815044849,count_based_micro,"AE,DZ,EG,IL,KE,MA,NG,SA,TN,TR,ZA",0.05939383759774555
Middle East & Africa,request,1,request_count,"Help develop, debug, and modify web applications and frontend components",1547.0,sum,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MG,NG,RW,SA,SN,TN,TR,UG,ZA",0.07121143314525544
Middle East & Africa,request,1,request_pct,"Help develop, debug, and modify web applications and frontend components",2.1447089323591797,count_based_micro,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MG,NG,RW,SA,SN,TN,TR,UG,ZA",0.07121143314525544
Middle East & Africa,request,1,request_count,Help discover and access entertainment content across multiple media platforms,416.0,sum,"AE,EG,IL,IQ,MA,NG,SA,TR,ZA",0.05413823206779928
Middle East & Africa,request,1,request_pct,Help discover and access entertainment content across multiple media platforms,0.5767284523991072,count_based_micro,"AE,EG,IL,IQ,MA,NG,SA,TR,ZA",0.05413823206779928
Middle East & Africa,request,1,request_count,Help optimize business workflows and project management systems,751.0,sum,"AE,CI,CM,DZ,EG,GH,IL,KE,MA,NG,SA,TN,TR,ZA",0.06330054930357265
Middle East & Africa,request,1,request_pct,Help optimize business workflows and project management systems,1.041161220557042,count_based_micro,"AE,CI,CM,DZ,EG,GH,IL,KE,MA,NG,SA,TN,TR,ZA",0.06330054930357265
Middle East & Africa,request,1,request_count,Help optimize system performance and troubleshoot technical infrastructure issues,323.0,sum,"AE,EG,IL,KE,MA,NG,SA,TR,ZA",0.055408328097427254
Middle East & Africa,request,1,request_pct,Help optimize system performance and troubleshoot technical infrastructure issues,0.447796370492576,count_based_micro,"AE,EG,IL,KE,MA,NG,SA,TR,ZA",0.055408328097427254
Middle East & Africa,request,1,request_count,Help research and recommend consumer products across various categories for purchase decisions,601.0,sum,"AE,DZ,EG,GH,IL,IQ,KE,MA,NG,SA,TR,ZA",0.06234460763882409
Middle East & Africa,request,1,request_pct,Help research and recommend consumer products across various categories for purchase decisions,0.8332062497400563,count_based_micro,"AE,DZ,EG,GH,IL,IQ,KE,MA,NG,SA,TR,ZA",0.06234460763882409
Middle East & Africa,request,1,request_count,Help set up and troubleshoot software development environments and tools,716.0,sum,"AE,EG,IL,KE,MA,NG,SA,TN,TR,ZA",0.057363757576511624
Middle East & Africa,request,1,request_pct,Help set up and troubleshoot software development environments and tools,0.9926383940330787,count_based_micro,"AE,EG,IL,KE,MA,NG,SA,TN,TR,ZA",0.057363757576511624
Middle East & Africa,request,1,request_count,"Help with API development, integration, and debugging",452.0,sum,"AE,EG,IL,KE,LB,MA,NG,TN,TR,ZA",0.05519059734949103
Middle East & Africa,request,1,request_pct,"Help with API development, integration, and debugging",0.6266376453951837,count_based_micro,"AE,EG,IL,KE,LB,MA,NG,TN,TR,ZA",0.05519059734949103
Middle East & Africa,request,1,request_count,"Help with Docker containerization, deployment, and development workflows",227.0,sum,"AE,EG,IL,KE,MA,NG,TN,TR",0.049125240799839084
Middle East & Africa,request,1,request_pct,"Help with Docker containerization, deployment, and development workflows",0.31470518916970514,count_based_micro,"AE,EG,IL,KE,MA,NG,TN,TR",0.049125240799839084
Middle East & Africa,request,1,request_count,Help with Linux system administration and server management tasks,487.0,sum,"AE,EG,IL,KE,MA,NG,SA,TN,TR,ZA",0.057363757576511624
Middle East & Africa,request,1,request_pct,Help with Linux system administration and server management tasks,0.6751604719191471,count_based_micro,"AE,EG,IL,KE,MA,NG,SA,TN,TR,ZA",0.057363757576511624
Middle East & Africa,request,1,request_count,"Help with academic research, writing, and educational content across multiple disciplines",2703.0,sum,"AE,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MG,MW,MZ,NG,QA,RW,SA,SN,TN,TR,TZ,UG,ZA,ZM",0.07262149894141384
Middle East & Africa,request,1,request_pct,"Help with academic research, writing, and educational content across multiple disciplines",3.7473485741220838,count_based_micro,"AE,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MG,MW,MZ,NG,QA,RW,SA,SN,TN,TR,TZ,UG,ZA,ZM",0.07262149894141384
Middle East & Africa,request,1,request_count,Help with comprehensive YouTube and TikTok video content creation and management,447.0,sum,"AE,EG,IL,IQ,KE,MA,NG,SA,TR,ZA",0.05835287725999332
Middle East & Africa,request,1,request_pct,Help with comprehensive YouTube and TikTok video content creation and management,0.6197058130346176,count_based_micro,"AE,EG,IL,IQ,KE,MA,NG,SA,TR,ZA",0.05835287725999332
Middle East & Africa,request,1,request_count,"Help with cross-platform mobile app development, debugging, and feature implementation",1372.0,sum,"AE,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,NG,RW,SA,SN,TN,TR,UG,ZA",0.07006057062044968
Middle East & Africa,request,1,request_pct,"Help with cross-platform mobile app development, debugging, and feature implementation",1.902094799739363,count_based_micro,"AE,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,NG,RW,SA,SN,TN,TR,UG,ZA",0.07006057062044968
Middle East & Africa,request,1,request_count,"Help with data analysis, statistical modeling, and business reporting tasks",814.0,sum,"AE,DZ,EG,GH,IL,KE,MA,NG,SA,TN,TR,ZA",0.06135548795534239
Middle East & Africa,request,1,request_pct,"Help with data analysis, statistical modeling, and business reporting tasks",1.128502308300176,count_based_micro,"AE,DZ,EG,GH,IL,KE,MA,NG,SA,TN,TR,ZA",0.06135548795534239
Middle East & Africa,request,1,request_count,Help with financial technology systems and payment processing solutions,528.0,sum,"AE,DZ,EG,GH,IL,KE,MA,NG,SA,SN,TN,TR,ZA",0.062213969190062356
Middle East & Africa,request,1,request_pct,Help with financial technology systems and payment processing solutions,0.7320014972757899,count_based_micro,"AE,DZ,EG,GH,IL,KE,MA,NG,SA,SN,TN,TR,ZA",0.062213969190062356
Middle East & Africa,request,1,request_count,"Help with git, GitHub, and software version management",280.0,sum,"AE,EG,IL,MA,NG,TR,ZA",0.04829682714459602
Middle East & Africa,request,1,request_pct,"Help with git, GitHub, and software version management",0.38818261219170674,count_based_micro,"AE,EG,IL,MA,NG,TR,ZA",0.04829682714459602
Middle East & Africa,request,1,request_count,"Help with job applications, resumes, and career documents",760.0,sum,"AE,CM,DZ,EG,GH,IL,KE,MA,NG,SA,TN,TR,ZA",0.062326981816372105
Middle East & Africa,request,1,request_pct,"Help with job applications, resumes, and career documents",1.0536385188060613,count_based_micro,"AE,CM,DZ,EG,GH,IL,KE,MA,NG,SA,TN,TR,ZA",0.062326981816372105
Middle East & Africa,request,1,request_count,Help with visual design and graphics creation tasks,273.0,sum,"AE,EG,IL,MA,NG,SA,TR,ZA",0.05119368290523321
Middle East & Africa,request,1,request_pct,Help with visual design and graphics creation tasks,0.37847804688691405,count_based_micro,"AE,EG,IL,MA,NG,SA,TR,ZA",0.05119368290523321
Middle East & Africa,request,1,request_count,Process and analyze visual media content including images and video files,594.0,sum,"AE,DZ,EG,IL,IQ,KE,MA,NG,SA,TN,TR,ZA",0.06233838676031162
Middle East & Africa,request,1,request_pct,Process and analyze visual media content including images and video files,0.8235016844352636,count_based_micro,"AE,DZ,EG,IL,IQ,KE,MA,NG,SA,TN,TR,ZA",0.06233838676031162
Middle East & Africa,request,1,request_count,"Proofread and correct grammar, spelling, and punctuation in documents",258.0,sum,"AE,EG,IL,MA,NG,TR,ZA",0.04829682714459602
Middle East & Africa,request,1,request_pct,"Proofread and correct grammar, spelling, and punctuation in documents",0.3576825498052155,count_based_micro,"AE,EG,IL,MA,NG,TR,ZA",0.04829682714459602
Middle East & Africa,request,1,request_count,Provide comprehensive blockchain and cryptocurrency technology assistance,113.0,sum,"AE,IL,NG,TR",0.03235789958257905
Middle East & Africa,request,1,request_pct,Provide comprehensive blockchain and cryptocurrency technology assistance,0.15665941134879593,count_based_micro,"AE,IL,NG,TR",0.03235789958257905
Middle East & Africa,request,1,request_count,Provide comprehensive business consulting and strategic development assistance,1096.0,sum,"AE,CI,DZ,EG,GH,IL,IQ,KE,LB,MA,NG,SA,SN,TN,TR,ZA",0.06685578137344556
Middle East & Africa,request,1,request_pct,Provide comprehensive business consulting and strategic development assistance,1.5194576534361093,count_based_micro,"AE,CI,DZ,EG,GH,IL,IQ,KE,LB,MA,NG,SA,SN,TN,TR,ZA",0.06685578137344556
Middle East & Africa,request,1,request_count,Provide comprehensive cloud infrastructure and web hosting technical guidance,148.0,sum,"AE,IL,MA,NG,TR,ZA",0.0427229199974287
Middle East & Africa,request,1,request_pct,Provide comprehensive cloud infrastructure and web hosting technical guidance,0.20518223787275927,count_based_micro,"AE,IL,MA,NG,TR,ZA",0.0427229199974287
Middle East & Africa,request,1,request_count,"Provide comprehensive cooking, nutrition, and meal planning assistance",571.0,sum,"AE,EG,GH,IL,IQ,KE,MA,NG,SA,TR,ZA",0.06031452761759016
Middle East & Africa,request,1,request_pct,"Provide comprehensive cooking, nutrition, and meal planning assistance",0.7916152555766591,count_based_micro,"AE,EG,GH,IL,IQ,KE,MA,NG,SA,TR,ZA",0.06031452761759016
Middle East & Africa,request,1,request_count,Provide comprehensive database development and management assistance,1468.0,sum,"AE,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MG,NG,RW,SA,SN,TN,TR,ZA",0.06906108280611388
Middle East & Africa,request,1,request_pct,Provide comprehensive database development and management assistance,2.035185981062234,count_based_micro,"AE,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MG,NG,RW,SA,SN,TN,TR,ZA",0.06906108280611388
Middle East & Africa,request,1,request_count,Provide comprehensive financial advice and assistance across multiple domains,1060.0,sum,"AE,CI,DZ,EG,GH,IL,IQ,JO,KE,MA,NG,SA,TN,TR,ZA",0.06619947869038066
Middle East & Africa,request,1,request_pct,Provide comprehensive financial advice and assistance across multiple domains,1.4695484604400326,count_based_micro,"AE,CI,DZ,EG,GH,IL,IQ,JO,KE,MA,NG,SA,TN,TR,ZA",0.06619947869038066
Middle East & Africa,request,1,request_count,Provide comprehensive home maintenance and household management advice,362.0,sum,"AE,DZ,EG,IL,IQ,KE,MA,NG,TR,ZA",0.05748610152059007
Middle East & Africa,request,1,request_pct,Provide comprehensive home maintenance and household management advice,0.5018646629049923,count_based_micro,"AE,DZ,EG,IL,IQ,KE,MA,NG,TR,ZA",0.05748610152059007
Middle East & Africa,request,1,request_count,Provide comprehensive information about AI systems and their capabilities,563.0,sum,"AE,DZ,EG,GH,IL,IQ,KE,MA,NG,SA,TR,ZA",0.06234460763882409
Middle East & Africa,request,1,request_pct,Provide comprehensive information about AI systems and their capabilities,0.7805243237997532,count_based_micro,"AE,DZ,EG,GH,IL,IQ,KE,MA,NG,SA,TR,ZA",0.06234460763882409
Middle East & Africa,request,1,request_count,Provide comprehensive job search and career advancement support,410.0,sum,"AE,EG,GH,IL,KE,MA,NG,SA,TR,ZA",0.05736997845502408
Middle East & Africa,request,1,request_pct,Provide comprehensive job search and career advancement support,0.5684102535664277,count_based_micro,"AE,EG,GH,IL,KE,MA,NG,SA,TR,ZA",0.05736997845502408
Middle East & Africa,request,1,request_count,Provide comprehensive legal assistance and document drafting across multiple practice areas,794.0,sum,"AE,CM,EG,GH,IL,IQ,KE,MA,NG,SA,SN,TR,ZA",0.06214450271333984
Middle East & Africa,request,1,request_pct,Provide comprehensive legal assistance and document drafting across multiple practice areas,1.1007749788579113,count_based_micro,"AE,CM,EG,GH,IL,IQ,KE,MA,NG,SA,SN,TR,ZA",0.06214450271333984
Middle East & Africa,request,1,request_count,Provide comprehensive medical and healthcare guidance across multiple specialties,1587.0,sum,"AE,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,MA,NG,SA,TN,TR,ZA",0.06717097255141037
Middle East & Africa,request,1,request_pct,Provide comprehensive medical and healthcare guidance across multiple specialties,2.2001635912437094,count_based_micro,"AE,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,MA,NG,SA,TN,TR,ZA",0.06717097255141037
Middle East & Africa,request,1,request_count,Provide comprehensive multi-technology programming development assistance and technical guidance,2791.0,sum,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MG,NG,PS,RW,SA,SN,TN,TR,TZ,UG,ZA",0.07194964406206777
Middle East & Africa,request,1,request_pct,Provide comprehensive multi-technology programming development assistance and technical guidance,3.8693488236680484,count_based_micro,"AE,BJ,CI,CM,DZ,EG,GH,IL,IQ,JO,KE,LB,MA,MG,NG,PS,RW,SA,SN,TN,TR,TZ,UG,ZA",0.07194964406206777
Middle East & Africa,request,1,request_count,Provide comprehensive personal finance management tools and advice,138.0,sum,"AE,IL,KE,NG,TR,ZA",0.04191420579080844
Middle East & Africa,request,1,request_pct,Provide comprehensive personal finance management tools and advice,0.1913185731516269,count_based_micro,"AE,IL,KE,NG,TR,ZA",0.04191420579080844
