region,facet,level,variable,cluster_name,value,domain
APAC,onet_task,0,onet_task_count,develop new software applications or customize existing applications to meet specific scientific project needs.,1745,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,develop new software applications or customize existing applications to meet specific scientific project needs.,6476.0863457415635,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,develop new software applications or customize existing applications to meet specific scientific project needs.,6116.024126035166,Software_Development
APAC,onet_task,0,cost_complexity_volume,develop new software applications or customize existing applications to meet specific scientific project needs.,5059.446906097612,Software_Development
APAC,onet_task,0,onet_task_count,develop or apply data mining and machine learning algorithms.,1609,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,develop or apply data mining and machine learning algorithms.,1334.7924585684314,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,develop or apply data mining and machine learning algorithms.,1090.7475216907242,Software_Development
APAC,onet_task,0,cost_complexity_volume,develop or apply data mining and machine learning algorithms.,1141.1516754821132,Software_Development
APAC,onet_task,0,onet_task_count,confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,1591,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,1201.1217632506114,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,1082.5454381157863,Software_Development
APAC,onet_task,0,cost_complexity_volume,confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,1471.6350346602092,Software_Development
APAC,onet_task,0,onet_task_count,write supporting code for web applications or web sites.,1482,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,write supporting code for web applications or web sites.,4483.942771121308,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,write supporting code for web applications or web sites.,5236.485222608229,Software_Development
APAC,onet_task,0,cost_complexity_volume,write supporting code for web applications or web sites.,3676.5759555239324,Software_Development
APAC,onet_task,0,onet_task_count,modify existing programs to enhance efficiency.,1461,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,modify existing programs to enhance efficiency.,6263.132328291199,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,modify existing programs to enhance efficiency.,1812.827949771341,Software_Development
APAC,onet_task,0,cost_complexity_volume,modify existing programs to enhance efficiency.,3327.886787331492,Software_Development
APAC,onet_task,0,onet_task_count,provide feedback and recommendations to developers on software usability and functionality.,772,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,provide feedback and recommendations to developers on software usability and functionality.,1004.6327719778096,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,provide feedback and recommendations to developers on software usability and functionality.,444.666385893623,Software_Development
APAC,onet_task,0,cost_complexity_volume,provide feedback and recommendations to developers on software usability and functionality.,860.0124182278986,Software_Development
APAC,onet_task,0,onet_task_count,develop application-specific software.,757,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,develop application-specific software.,2260.0066191626815,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,develop application-specific software.,2059.00868929653,Software_Development
APAC,onet_task,0,cost_complexity_volume,develop application-specific software.,1720.4456768525695,Software_Development
APAC,onet_task,0,onet_task_count,provide technical guidance or support for the development or troubleshooting of systems.,750,Customer_Service
APAC,onet_task,0,prompt_tokens_complexity_volume,provide technical guidance or support for the development or troubleshooting of systems.,1619.4130721465194,Customer_Service
APAC,onet_task,0,completion_tokens_complexity_volume,provide technical guidance or support for the development or troubleshooting of systems.,1052.0992228756802,Customer_Service
APAC,onet_task,0,cost_complexity_volume,provide technical guidance or support for the development or troubleshooting of systems.,1362.5509847931778,Customer_Service
APAC,onet_task,0,onet_task_count,guide clients in the development of skills or strategies for dealing with their problems.,746,Customer_Service
APAC,onet_task,0,onet_task_count,assess the usefulness of pre-developed application packages and adapt them to a user environment.,695,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,assess the usefulness of pre-developed application packages and adapt them to a user environment.,1006.2738918678608,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,assess the usefulness of pre-developed application packages and adapt them to a user environment.,560.7719855332866,Software_Development
APAC,onet_task,0,cost_complexity_volume,assess the usefulness of pre-developed application packages and adapt them to a user environment.,798.3339287216344,Software_Development
APAC,onet_task,0,onet_task_count,respond to program error messages by finding and correcting problems or terminating the program.,648,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,respond to program error messages by finding and correcting problems or terminating the program.,1528.3853831040756,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,respond to program error messages by finding and correcting problems or terminating the program.,436.601559140001,Software_Development
APAC,onet_task,0,cost_complexity_volume,respond to program error messages by finding and correcting problems or terminating the program.,801.7244555638216,Software_Development
APAC,onet_task,0,onet_task_count,help programmers and systems analysts test and debug new programs.,597,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,help programmers and systems analysts test and debug new programs.,1671.9488103244305,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,help programmers and systems analysts test and debug new programs.,515.5227895499999,Software_Development
APAC,onet_task,0,cost_complexity_volume,help programmers and systems analysts test and debug new programs.,1002.4119723683741,Software_Development
APAC,onet_task,0,onet_task_count,consult with multiple stakeholders to define requirements and implement online features.,579,Administrative_Support
APAC,onet_task,0,prompt_tokens_complexity_volume,consult with multiple stakeholders to define requirements and implement online features.,650.7873465047436,Administrative_Support
APAC,onet_task,0,completion_tokens_complexity_volume,consult with multiple stakeholders to define requirements and implement online features.,432.46580717065336,Administrative_Support
APAC,onet_task,0,cost_complexity_volume,consult with multiple stakeholders to define requirements and implement online features.,562.2268759055037,Administrative_Support
APAC,onet_task,0,onet_task_count,modify existing databases and database management systems or direct programmers and analysts to make changes.,532,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,modify existing databases and database management systems or direct programmers and analysts to make changes.,2173.328544340386,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,modify existing databases and database management systems or direct programmers and analysts to make changes.,624.2763111180649,Software_Development
APAC,onet_task,0,cost_complexity_volume,modify existing databases and database management systems or direct programmers and analysts to make changes.,1120.9925370774904,Software_Development
APAC,onet_task,0,onet_task_count,conduct internet-based and library research.,528,Research_Analysis
APAC,onet_task,0,prompt_tokens_complexity_volume,conduct internet-based and library research.,604.799310303914,Research_Analysis
APAC,onet_task,0,completion_tokens_complexity_volume,conduct internet-based and library research.,317.0569894919857,Research_Analysis
APAC,onet_task,0,cost_complexity_volume,conduct internet-based and library research.,700.7090489615107,Research_Analysis
APAC,onet_task,0,onet_task_count,provide professional consulting services to government or industry.,524,Business_Management
APAC,onet_task,0,prompt_tokens_complexity_volume,provide professional consulting services to government or industry.,653.8890241234316,Business_Management
APAC,onet_task,0,completion_tokens_complexity_volume,provide professional consulting services to government or industry.,589.0537562898412,Business_Management
APAC,onet_task,0,cost_complexity_volume,provide professional consulting services to government or industry.,613.24650686978,Business_Management
APAC,onet_task,0,onet_task_count,develop or maintain internal or external company web sites.,372,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,develop or maintain internal or external company web sites.,1313.4629253505814,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,develop or maintain internal or external company web sites.,825.5093948113467,Software_Development
APAC,onet_task,0,cost_complexity_volume,develop or maintain internal or external company web sites.,834.6942270905101,Software_Development
APAC,onet_task,0,onet_task_count,conduct research to gather information about survey topics.,347,Research_Analysis
APAC,onet_task,0,prompt_tokens_complexity_volume,conduct research to gather information about survey topics.,372.4316755182034,Research_Analysis
APAC,onet_task,0,completion_tokens_complexity_volume,conduct research to gather information about survey topics.,291.4798083151062,Research_Analysis
APAC,onet_task,0,cost_complexity_volume,conduct research to gather information about survey topics.,372.16342701315875,Research_Analysis
APAC,onet_task,0,onet_task_count,provide assistance to students in college writing centers.,334,Education_Training
APAC,onet_task,0,prompt_tokens_complexity_volume,provide assistance to students in college writing centers.,200.86096907126304,Education_Training
APAC,onet_task,0,completion_tokens_complexity_volume,provide assistance to students in college writing centers.,422.9970561076144,Education_Training
APAC,onet_task,0,cost_complexity_volume,provide assistance to students in college writing centers.,214.24173678883344,Education_Training
APAC,onet_task,0,onet_task_count,reinstall software programs or adjust settings on existing software to fix machine malfunctions.,331,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,reinstall software programs or adjust settings on existing software to fix machine malfunctions.,1528.4331734344617,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,reinstall software programs or adjust settings on existing software to fix machine malfunctions.,323.03056795331406,Software_Development
APAC,onet_task,0,cost_complexity_volume,reinstall software programs or adjust settings on existing software to fix machine malfunctions.,701.0785641041896,Software_Development
APAC,onet_task,0,onet_task_count,configure servers to meet functional specifications.,293,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,configure servers to meet functional specifications.,1328.8469171779375,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,configure servers to meet functional specifications.,242.49348793894615,Software_Development
APAC,onet_task,0,cost_complexity_volume,configure servers to meet functional specifications.,639.4891636697815,Software_Development
APAC,onet_task,0,onet_task_count,discuss the treatment of problems with clients.,266,Healthcare_Medical
APAC,onet_task,0,prompt_tokens_complexity_volume,discuss the treatment of problems with clients.,203.61891876203532,Healthcare_Medical
APAC,onet_task,0,completion_tokens_complexity_volume,discuss the treatment of problems with clients.,129.49626506023213,Healthcare_Medical
APAC,onet_task,0,cost_complexity_volume,discuss the treatment of problems with clients.,238.50325916887013,Healthcare_Medical
APAC,onet_task,0,onet_task_count,troubleshoot network or connectivity problems for users or user groups.,265,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,troubleshoot network or connectivity problems for users or user groups.,984.180506337629,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,troubleshoot network or connectivity problems for users or user groups.,189.88338875228536,Software_Development
APAC,onet_task,0,cost_complexity_volume,troubleshoot network or connectivity problems for users or user groups.,487.03243337273466,Software_Development
APAC,onet_task,0,onet_task_count,tutor and assist children individually or in small groups to help them master assignments and to reinforce learning concepts presented by teachers.,261,Education_Training
APAC,onet_task,0,prompt_tokens_complexity_volume,tutor and assist children individually or in small groups to help them master assignments and to reinforce learning concepts presented by teachers.,122.21882202976407,Education_Training
APAC,onet_task,0,completion_tokens_complexity_volume,tutor and assist children individually or in small groups to help them master assignments and to reinforce learning concepts presented by teachers.,191.96974980501335,Education_Training
APAC,onet_task,0,cost_complexity_volume,tutor and assist children individually or in small groups to help them master assignments and to reinforce learning concepts presented by teachers.,142.11707448486627,Education_Training
APAC,onet_task,0,onet_task_count,participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work.,261,Creative_Communications
APAC,onet_task,0,prompt_tokens_complexity_volume,participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work.,311.6775532218403,Creative_Communications
APAC,onet_task,0,completion_tokens_complexity_volume,participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work.,284.8339947024994,Creative_Communications
APAC,onet_task,0,cost_complexity_volume,participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work.,308.525182082807,Creative_Communications
APAC,onet_task,0,onet_task_count,modify and customize commercial programs for internal needs.,255,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,modify and customize commercial programs for internal needs.,731.1224801270201,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,modify and customize commercial programs for internal needs.,492.85834095945427,Software_Development
APAC,onet_task,0,cost_complexity_volume,modify and customize commercial programs for internal needs.,582.5564505206912,Software_Development
APAC,onet_task,0,onet_task_count,write computer programs or scripts to be used in querying databases.,252,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,write computer programs or scripts to be used in querying databases.,167.67201018447096,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,write computer programs or scripts to be used in querying databases.,230.47350285670595,Software_Development
APAC,onet_task,0,cost_complexity_volume,write computer programs or scripts to be used in querying databases.,174.2703115135887,Software_Development
APAC,onet_task,0,onet_task_count,develop instructional materials and conduct in-service and community-based educational programs.,244,Education_Training
APAC,onet_task,0,prompt_tokens_complexity_volume,develop instructional materials and conduct in-service and community-based educational programs.,662.021533425206,Education_Training
APAC,onet_task,0,completion_tokens_complexity_volume,develop instructional materials and conduct in-service and community-based educational programs.,662.4219802484484,Education_Training
APAC,onet_task,0,cost_complexity_volume,develop instructional materials and conduct in-service and community-based educational programs.,482.33047702296255,Education_Training
APAC,onet_task,0,onet_task_count,analyze experimental data and interpret results to write reports and summaries of findings.,226,Research_Analysis
APAC,onet_task,0,prompt_tokens_complexity_volume,analyze experimental data and interpret results to write reports and summaries of findings.,179.8114381471165,Research_Analysis
APAC,onet_task,0,completion_tokens_complexity_volume,analyze experimental data and interpret results to write reports and summaries of findings.,200.08310349647363,Research_Analysis
APAC,onet_task,0,cost_complexity_volume,analyze experimental data and interpret results to write reports and summaries of findings.,210.50876580866134,Research_Analysis
APAC,onet_task,0,onet_task_count,consult with and assist computer operators or system analysts to define and resolve problems in running computer programs.,219,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,consult with and assist computer operators or system analysts to define and resolve problems in running computer programs.,184.57601698601275,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,consult with and assist computer operators or system analysts to define and resolve problems in running computer programs.,113.0959488932251,Software_Development
APAC,onet_task,0,cost_complexity_volume,consult with and assist computer operators or system analysts to define and resolve problems in running computer programs.,132.2531471211837,Software_Development
APAC,onet_task,0,onet_task_count,conduct materials test and analysis using tools and equipment and applying engineering knowledge.,205,Professional_Services
APAC,onet_task,0,prompt_tokens_complexity_volume,conduct materials test and analysis using tools and equipment and applying engineering knowledge.,157.68814785850273,Professional_Services
APAC,onet_task,0,completion_tokens_complexity_volume,conduct materials test and analysis using tools and equipment and applying engineering knowledge.,206.41835014020918,Professional_Services
APAC,onet_task,0,cost_complexity_volume,conduct materials test and analysis using tools and equipment and applying engineering knowledge.,159.76755685017324,Professional_Services
APAC,onet_task,0,onet_task_count,develop curricula and plan course content and methods of instruction.,204,Education_Training
APAC,onet_task,0,prompt_tokens_complexity_volume,develop curricula and plan course content and methods of instruction.,614.111592315727,Education_Training
APAC,onet_task,0,completion_tokens_complexity_volume,develop curricula and plan course content and methods of instruction.,638.4104517398894,Education_Training
APAC,onet_task,0,cost_complexity_volume,develop curricula and plan course content and methods of instruction.,491.76199646599093,Education_Training
APAC,onet_task,0,onet_task_count,design and create special programs for tasks such as statistical analysis and data entry and cleaning.,203,Research_Analysis
APAC,onet_task,0,prompt_tokens_complexity_volume,design and create special programs for tasks such as statistical analysis and data entry and cleaning.,197.90882417764468,Research_Analysis
APAC,onet_task,0,completion_tokens_complexity_volume,design and create special programs for tasks such as statistical analysis and data entry and cleaning.,289.2667119591063,Research_Analysis
APAC,onet_task,0,cost_complexity_volume,design and create special programs for tasks such as statistical analysis and data entry and cleaning.,189.33091384413038,Research_Analysis
APAC,onet_task,0,onet_task_count,prepare appropriate formatting to data sets as requested.,202,Administrative_Support
APAC,onet_task,0,prompt_tokens_complexity_volume,prepare appropriate formatting to data sets as requested.,29.913407620064973,Administrative_Support
APAC,onet_task,0,completion_tokens_complexity_volume,prepare appropriate formatting to data sets as requested.,104.90402662766515,Administrative_Support
APAC,onet_task,0,cost_complexity_volume,prepare appropriate formatting to data sets as requested.,42.20518101260751,Administrative_Support
APAC,onet_task,0,onet_task_count,analyze system performance or operational requirements.,190,Research_Analysis
APAC,onet_task,0,prompt_tokens_complexity_volume,analyze system performance or operational requirements.,493.04404946920687,Research_Analysis
APAC,onet_task,0,completion_tokens_complexity_volume,analyze system performance or operational requirements.,161.694185201003,Research_Analysis
APAC,onet_task,0,cost_complexity_volume,analyze system performance or operational requirements.,282.95783407680136,Research_Analysis
APAC,onet_task,0,onet_task_count,prepare management reports defining and evaluating problems and recommending solutions.,190,Business_Management
APAC,onet_task,0,prompt_tokens_complexity_volume,prepare management reports defining and evaluating problems and recommending solutions.,252.13443160961825,Business_Management
APAC,onet_task,0,completion_tokens_complexity_volume,prepare management reports defining and evaluating problems and recommending solutions.,263.38125739484485,Business_Management
APAC,onet_task,0,cost_complexity_volume,prepare management reports defining and evaluating problems and recommending solutions.,261.1890770066672,Business_Management
APAC,onet_task,0,onet_task_count,counsel workers about job and career-related issues.,188,Healthcare_Medical
APAC,onet_task,0,prompt_tokens_complexity_volume,counsel workers about job and career-related issues.,126.48847040718277,Healthcare_Medical
APAC,onet_task,0,completion_tokens_complexity_volume,counsel workers about job and career-related issues.,127.39505297979,Healthcare_Medical
APAC,onet_task,0,cost_complexity_volume,counsel workers about job and career-related issues.,175.1947810438531,Healthcare_Medical
APAC,onet_task,0,onet_task_count,analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,181,Financial_Services
APAC,onet_task,0,prompt_tokens_complexity_volume,analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,201.09161032184386,Financial_Services
APAC,onet_task,0,completion_tokens_complexity_volume,analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,233.18300684241342,Financial_Services
APAC,onet_task,0,cost_complexity_volume,analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,234.28678064997288,Financial_Services
APAC,onet_task,0,onet_task_count,evaluate or recommend software for testing or bug tracking.,181,Administrative_Support
APAC,onet_task,0,prompt_tokens_complexity_volume,evaluate or recommend software for testing or bug tracking.,129.9148688200383,Administrative_Support
APAC,onet_task,0,completion_tokens_complexity_volume,evaluate or recommend software for testing or bug tracking.,80.46137275420598,Administrative_Support
APAC,onet_task,0,cost_complexity_volume,evaluate or recommend software for testing or bug tracking.,121.83055352957294,Administrative_Support
APAC,onet_task,0,onet_task_count,observe and evaluate students' work to determine progress and make suggestions for improvement.,174,Education_Training
APAC,onet_task,0,prompt_tokens_complexity_volume,observe and evaluate students' work to determine progress and make suggestions for improvement.,66.20126473543849,Education_Training
APAC,onet_task,0,completion_tokens_complexity_volume,observe and evaluate students' work to determine progress and make suggestions for improvement.,143.36462858828057,Education_Training
APAC,onet_task,0,cost_complexity_volume,observe and evaluate students' work to determine progress and make suggestions for improvement.,141.77193031178228,Education_Training
APAC,onet_task,0,onet_task_count,greet customers and ascertain what each customer wants or needs.,169,Customer_Service
APAC,onet_task,0,prompt_tokens_complexity_volume,greet customers and ascertain what each customer wants or needs.,22.8626267975627,Customer_Service
APAC,onet_task,0,completion_tokens_complexity_volume,greet customers and ascertain what each customer wants or needs.,24.233023707083696,Customer_Service
APAC,onet_task,0,cost_complexity_volume,greet customers and ascertain what each customer wants or needs.,30.760110549902272,Customer_Service
APAC,onet_task,0,onet_task_count,provide individual support or counseling in general wellness or nutrition.,167,Healthcare_Medical
APAC,onet_task,0,prompt_tokens_complexity_volume,provide individual support or counseling in general wellness or nutrition.,91.4648806452517,Healthcare_Medical
APAC,onet_task,0,completion_tokens_complexity_volume,provide individual support or counseling in general wellness or nutrition.,153.45170688050072,Healthcare_Medical
APAC,onet_task,0,cost_complexity_volume,provide individual support or counseling in general wellness or nutrition.,104.27952940964276,Healthcare_Medical
APAC,onet_task,0,onet_task_count,plan parties or other special events and services.,166,Customer_Service
APAC,onet_task,0,prompt_tokens_complexity_volume,plan parties or other special events and services.,165.81231331151426,Customer_Service
APAC,onet_task,0,completion_tokens_complexity_volume,plan parties or other special events and services.,149.82453459689546,Customer_Service
APAC,onet_task,0,cost_complexity_volume,plan parties or other special events and services.,186.22241269196428,Customer_Service
APAC,onet_task,0,onet_task_count,develop methods for integrating different products so they work properly together such as customizing commercial databases to fit specific needs.,160,Administrative_Support
APAC,onet_task,0,prompt_tokens_complexity_volume,develop methods for integrating different products so they work properly together such as customizing commercial databases to fit specific needs.,610.8804064472578,Administrative_Support
APAC,onet_task,0,completion_tokens_complexity_volume,develop methods for integrating different products so they work properly together such as customizing commercial databases to fit specific needs.,174.87908651000498,Administrative_Support
APAC,onet_task,0,cost_complexity_volume,develop methods for integrating different products so they work properly together such as customizing commercial databases to fit specific needs.,310.3951840968379,Administrative_Support
APAC,onet_task,0,onet_task_count,write computer or microprocessor software programs.,155,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,write computer or microprocessor software programs.,449.78744061382247,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,write computer or microprocessor software programs.,368.3205448507641,Software_Development
APAC,onet_task,0,cost_complexity_volume,write computer or microprocessor software programs.,334.965806693915,Software_Development
APAC,onet_task,0,onet_task_count,advise students on academic and vocational curricula and on career issues.,153,Education_Training
APAC,onet_task,0,prompt_tokens_complexity_volume,advise students on academic and vocational curricula and on career issues.,186.18288665454236,Education_Training
APAC,onet_task,0,completion_tokens_complexity_volume,advise students on academic and vocational curricula and on career issues.,151.21009382997252,Education_Training
APAC,onet_task,0,cost_complexity_volume,advise students on academic and vocational curricula and on career issues.,193.20095128353628,Education_Training
APAC,onet_task,0,onet_task_count,evaluate sources of information to determine any limitations in terms of reliability or usability.,146,Administrative_Support
APAC,onet_task,0,prompt_tokens_complexity_volume,evaluate sources of information to determine any limitations in terms of reliability or usability.,31.24455889539884,Administrative_Support
APAC,onet_task,0,completion_tokens_complexity_volume,evaluate sources of information to determine any limitations in terms of reliability or usability.,69.15175107594509,Administrative_Support
APAC,onet_task,0,cost_complexity_volume,evaluate sources of information to determine any limitations in terms of reliability or usability.,47.07715089389379,Administrative_Support
APAC,onet_task,0,onet_task_count,develop concepts or creative ideas for craft objects.,145,Creative_Communications
APAC,onet_task,0,prompt_tokens_complexity_volume,develop concepts or creative ideas for craft objects.,46.930057176271774,Creative_Communications
APAC,onet_task,0,completion_tokens_complexity_volume,develop concepts or creative ideas for craft objects.,108.3012400642806,Creative_Communications
APAC,onet_task,0,cost_complexity_volume,develop concepts or creative ideas for craft objects.,77.4413620635489,Creative_Communications
APAC,onet_task,0,onet_task_count,analyze characteristics of animals to identify and classify them.,140,Research_Analysis
APAC,onet_task,0,prompt_tokens_complexity_volume,analyze characteristics of animals to identify and classify them.,29.405039815691886,Research_Analysis
APAC,onet_task,0,completion_tokens_complexity_volume,analyze characteristics of animals to identify and classify them.,51.254781134937524,Research_Analysis
APAC,onet_task,0,cost_complexity_volume,analyze characteristics of animals to identify and classify them.,45.11188033697776,Research_Analysis
APAC,onet_task,0,onet_task_count,define the goals of the system and devise flow charts and diagrams describing logical operational steps of programs.,139,Business_Management
APAC,onet_task,0,prompt_tokens_complexity_volume,define the goals of the system and devise flow charts and diagrams describing logical operational steps of programs.,399.96264736041405,Business_Management
APAC,onet_task,0,completion_tokens_complexity_volume,define the goals of the system and devise flow charts and diagrams describing logical operational steps of programs.,258.99631925875497,Business_Management
APAC,onet_task,0,cost_complexity_volume,define the goals of the system and devise flow charts and diagrams describing logical operational steps of programs.,365.2706620873729,Business_Management
APAC,onet_task,0,onet_task_count,develop instructional materials and products for technology-based redesign of courses.,137,Education_Training
APAC,onet_task,0,prompt_tokens_complexity_volume,develop instructional materials and products for technology-based redesign of courses.,295.71765065720854,Education_Training
APAC,onet_task,0,completion_tokens_complexity_volume,develop instructional materials and products for technology-based redesign of courses.,468.55757878674814,Education_Training
APAC,onet_task,0,cost_complexity_volume,develop instructional materials and products for technology-based redesign of courses.,301.6064567208132,Education_Training
APAC,onet_task,0,onet_task_count,develop or implement procedures for ongoing web site revision.,136,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,develop or implement procedures for ongoing web site revision.,393.5097010078842,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,develop or implement procedures for ongoing web site revision.,151.0754273974163,Software_Development
APAC,onet_task,0,cost_complexity_volume,develop or implement procedures for ongoing web site revision.,225.9661366187155,Software_Development
APAC,onet_task,0,onet_task_count,provide system design and integration recommendations.,133,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,provide system design and integration recommendations.,443.4131260161602,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,provide system design and integration recommendations.,260.2288037812484,Software_Development
APAC,onet_task,0,cost_complexity_volume,provide system design and integration recommendations.,259.4189244923958,Software_Development
APAC,onet_task,0,onet_task_count,evaluate or recommend server hardware or software.,132,Software_Development
APAC,onet_task,0,prompt_tokens_complexity_volume,evaluate or recommend server hardware or software.,200.33669767924516,Software_Development
APAC,onet_task,0,completion_tokens_complexity_volume,evaluate or recommend server hardware or software.,114.10556684578432,Software_Development
APAC,onet_task,0,cost_complexity_volume,evaluate or recommend server hardware or software.,135.69634619614496,Software_Development
APAC,onet_task,0,onet_task_count,recommend and provide advice on a wide variety of products and services.,131,Customer_Service
APAC,onet_task,0,prompt_tokens_complexity_volume,recommend and provide advice on a wide variety of products and services.,39.14232150154374,Customer_Service
APAC,onet_task,0,completion_tokens_complexity_volume,recommend and provide advice on a wide variety of products and services.,73.31830487557494,Customer_Service
APAC,onet_task,0,cost_complexity_volume,recommend and provide advice on a wide variety of products and services.,62.88167743564133,Customer_Service
APAC,onet_task,0,onet_task_count,adapt instructional content or delivery methods for different levels or types of learners.,128,Education_Training
